a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"col 1","col 2","col 3","col 4","col 5","col 6"
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c,,"Last revision:  Monday, 15 June 2020 02:05:48 UTC",,,,,,,,,,,"1. Litchfield",,,,,,"96 px or 72 pt",,,,,"2. Hartford",,,,,,,,,,,"3. New Haven",,,,,,,,,,,"4. Fairfield",,,,,,,,,,,"5. Middlesex",,,,,,,,,,,"6. Tolland",,,,,,,,,,,"7. Windham",,,,,,,,,,,"8. New London",,,,,,,,,,,"9. Pending address",,,,,,,,,,,"0. State of CT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YES vs NO for if present in earlier data format.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columns 7-13 to the right,",,,
d,,,,,,,,Non-,United,,,,COVID-19,,,,,,COVID-19,,,,,COVID-19,,,,,,COVID-19,,,,,COVID-19,,,,,,COVID-19,,,,,COVID-19,,,,,,COVID-19,,,,,COVID-19,,,,,,COVID-19,,,,,COVID-19,,,,,,COVID-19,,,,,COVID-19,,,,,,COVID-19,,,,,COVID-19,,,,,,COVID-19,,,,,COVID-19,,,,,,COVID-19,,,,,COVID-19,,,,,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tolland County work-up 04 June:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"but left unmarked so that",,,
e,,New,,,,15x,Calculated,Calculated,States,"Connecticut,",,,Cases,,,Delta,,Delta,Deaths,,,"Deaths,",,Cases,,,Delta,,Delta,Deaths,,,"Deaths,",,Cases,,,Delta,,Delta,Deaths,,,"Deaths,",,Cases,,,Delta,,Delta,Deaths,,,"Deaths,",,Cases,,,Delta,,Delta,Deaths,,,"Deaths,",,Cases,,,Delta,,Delta,Deaths,,,"Deaths,",,Cases,,,Delta,,Delta,Deaths,,,"Deaths,",,Cases,,,Delta,,Delta,Deaths,,,"Deaths,",,Cases,,,Delta,,Delta,Deaths,,,"Deaths,",,Cases,,,Delta,,"Hosp,",Deaths,,,"Deaths,",,Delta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States,",,,,,,,,,,,,,,,,,,,,,,,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"no problem deleting them.",,,
f,,Growth:,Multiplier:,,,measured:,"New Total:",Data:,Total:,Total:,,,TOTAL:,Conf,Prob,Conf,Hosp,Hosp,TOTAL:,Conf,Prob,incr,,TOTAL:,Conf,Prob,Conf,Hosp,Hosp,TOTAL:,Conf,Prob,incr,,TOTAL:,Conf,Prob,Conf,Hosp,Hosp,TOTAL:,Conf,Prob,incr,,TOTAL:,Conf,Prob,Conf,Hosp,Hosp,TOTAL:,Conf,Prob,incr,,TOTAL:,Conf,Prob,Conf,Hosp,Hosp,TOTAL:,Conf,Prob,incr,,TOTAL:,Conf,Prob,Conf,Hosp,Hosp,TOTAL:,Conf,Prob,incr,,TOTAL:,Conf,Prob,Conf,Hosp,Hosp,TOTAL:,Conf,Prob,incr,,TOTAL:,Conf,Prob,Conf,Hosp,Hosp,TOTAL:,Conf,Prob,incr,,TOTAL:,Conf,Prob,Conf,Hosp,Hosp,TOTAL:,Conf,Prob,incr,,TOTAL:,Conf,Prob,Conf,Hosp,"% incr",TOTAL:,Conf,Prob,"% incr",,Hosp:,,No.,Town,Date,Conf,Rate,Dead,,,,,,,,,,,,,,,,,,No.,Town,Date,Conf,,Rate,Dead,,,,,,,,,,,,,,,,,,,,,,"Signal A","Signal B","Signal C","Signal D","Signal E",,,Confirmed,,,,,,,,,,,,,,,,,,,,No.,Town,Date,Conf,Rate,Dead,,,,,,,,,,,,,,,,,,,,,,"The four graphs below for Tolland County are current to 2 June 2020 dataset.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last update date","Town number",Town,"Total cases","Confirmed cases","Probable cases","Case rate","Total deaths","Confirmed deaths","Probable deaths","People tested","Rate tested per 100k","Number of tests","Number of positives","Number of negatives","Number of indeterminates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Assuming something bad",,,
h,,1,0,Sun,2020/03/08,15,1,1,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,0,,,0,,,,,,1,Andover,2020/03/24,0,,0,-5,,,,,,,52,,,,,,,,,,x,Barkhamsted,2020/05/04,18,0.016901408450704224,497,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,Town,Date,Conf,Rate,Dead,,,,,2020/03/24,1,Andover,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"happens when there's data",,,
i,,1,1,Mon,2020/03/09,30,2,2,583,2,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,0,,,0,,,,,,1,Andover,2020/03/25,0,,0,-4,,,,,,,,,,,,,,,,,,Bethlehem,2020/05/04,10,0.009389671361502348,292,1,,,,,,,,,,,,,,,,,,,,,,25,10,90,,,,,,,,,,,,,,,,,,,,,,,,,2020/03/25,1,Andover,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"there and a new column",,,
,,0,0,Tue,2020/03/10,30,2,2,959,2,0,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,,,0,,,,,,1,Andover,2020/03/26,0,,0,-3,,,,,Andover,8,60,,,,,,,,,,,Bridgewater,2020/05/04,4,0.003755868544600939,244,0,,,,,,,,,,,,,,,,,,,,,,50,50,190,,,,2020/01/22,1,,,,,,,,,,1,Andover,2020/05/05,6,186,0,,,,,2020/03/26,1,Andover,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gets inserted, anyway. ;)",,,
,,1,0.5,Wed,2020/03/11,45,3,3,1281,3,0.5,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,0,,,0,,,,,,1,Andover,2020/03/27,0,,0,-2,,,,,Avon,61,113,,,,,,,,,,,Canaan,2020/05/04,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,100,100,90,,,,2020/01/23,1,0,,,,,,,,,1,Andover,2020/05/06,6,186,0,,,,,2020/03/27,1,Andover,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,1,Thu,2020/03/12,90,6,6,1663,6,1,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,3,0,,,0,,,,,,1,Andover,2020/03/28,0,,0,-1,,,,,Barkhamsted,114,166,,,,,,,,,,,Colebrook,2020/05/04,2,0.0018779342723004694,142,0,,,,,,,,,,,,,,,,,,,,,,100,100,290,,,,2020/01/24,2,1,,,,,,,,,1,Andover,2020/05/07,6,186,0,,,,,2020/03/28,1,Andover,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.999999999998,0.833333333333,Fri,2020/03/13,164.99999999997,10.999999999998,11,2179,11,0.8333333333333333,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,5,0,,,0,,,,,,1,Andover,2020/03/29,0,,0,0,,,,,Bloomfield,167,219,,,,,,,,,,,Cornwall,2020/05/04,3,0.0028169014084507044,219,0,,,,,,,,,,,,,,,,,,,,,,100,100,90,,,,2020/01/25,2,0,,1831821,,,,,,,1,Andover,2020/05/08,6,186,0,,,,,2020/03/29,1,Andover,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9.000000000000362,0.818181818182,Sat,2020/03/14,299.99999999997544,19.999999999998362,20,2727,20,0.8181818181818181,,,3,,0,,,,,,,,,1,,1,,,,,,,,,1,,1,,,,,,,,15,15,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,9,0,,,0,,,,,,1,Andover,2020/03/30,0,,0,1,,,,,Bolton,220,272,,,,,,,,,,,Goshen,2020/05/04,8,0.007511737089201878,278,0,,,,,,,,,,,,,,,,,,,,,,100,100,390,,,,2020/01/26,5,1.5,,1851520,,,,,,,1,Andover,2020/05/09,6,186,0,,,,,2020/03/30,1,Andover,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5.999999999999509,0.3,Sun,2020/03/15,389.99999999996805,25.999999999997872,26,3499,26,0.30000000000000004,,,4,,1,,,,,,,,,3,,2,,,,,,,,,3,,2,,,,,,,,16,16,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,6,0,,,0,,,,,,1,Andover,2020/03/31,0,,0,2,,,,,Bristol,273,325,,,,,,,,,,,Harwinton,2020/05/04,26,0.024413145539906103,479,2,,,,,,,,,,,,,,,,,,,,,,25,25,90,,,,2020/01/27,5,0,,1872660,,,,,,,1,Andover,2020/05/10,6,186,0,,,,,2020/03/31,1,Andover,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14.999999999996774,0.576923076923,Mon,2020/03/16,614.9999999999196,40.99999999999464,41,4632,41,0.5769230769230769,,,4,,0,,,,,,,,,4,,1,,,,,,,,,4,,1,,,,,,,,29,29,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,15,0,,,0,,,,,,1,Andover,2020/04/01,0,,0,3,,,,,Burlington,326,378,,,,,,,,,,,Kent,2020/05/04,7,0.006572769953051643,251,0,,,,,,,,,,,,,,,,,,,,,,100,100,490,,,,2020/01/28,5,0,,1897380,,,,,,,1,Andover,2020/05/11,7,217,0,,,,,2020/04/01,1,Andover,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27.000000000002473,0.658536585366,Tue,2020/03/17,1019.9999999999567,67.99999999999712,68,6421,68,0.6585365853658536,,,5,,1,,,,,,,,,7,,3,,,,,,,,,8,,4,,,,,,,,48,48,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,27,0,,,0,,,,,,1,Andover,2020/04/02,0,,0,4,,,,,Canton,379,431,,,,,,,,,,,Litchfield,2020/05/04,29,0.027230046948356807,357,3,,,,,,,,,,,,,,,,,,,,,,100,100,90,,,,2020/01/29,5,0,,1920061,,,,,,,1,Andover,2020/05/12,7,217,0,,,,,2020/04/02,1,Andover,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27.99999999997481,0.411764705882,Wed,2020/03/18,1439.999999999579,95.99999999997192,96,7783,96,0.41176470588235303,,,5,,0,,,,,,,,,11,,4,,,,,,,,,10,,2,,,,,,,,69,69,,21,0,,,1,,,,,1,,1,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,28,0,,,1,,,,,,1,Andover,2020/04/03,0,,0,5,,,,,Cromwell,432,484,,,,,,,,,,,Morris,2020/05/04,12,0.011267605633802818,531,0,,,,,,,,,,,,,,,,,,,,,,100,100,290,,,,2020/01/30,5,0,,1943647,,,,,,,1,Andover,2020/05/13,7,217,0,,,,,2020/04/03,1,Andover,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,62.99999999998157,0.65625,Thu,2020/03/19,2384.9999999993024,158.9999999999535,159,13677,159,0.65625,,,7,,2,,,,,,,,,18,,7,,,,,,,,,23,,13,,,,,,,,102,102,,33,0,,,3,,2,,,3,,2,0,,,,,,,,4,,4,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,,63,0,,,3,,2,,,,1,Andover,2020/04/04,0,,0,6,,,,,"East Granby",485,537,,,,,,,,,,,"New Hartford",2020/05/04,21,0.01971830985915493,314,1,,,,,,,,,,,,,,,,,,,,,,100,100,90,,,,2020/01/31,7,0.3999999999999999,,1960897,,,,,,,1,Andover,2020/05/14,8,248,0,,,,,2020/04/04,1,Andover,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,35.00000000006577,0.220125786164,Fri,2020/03/20,2910.000000000289,194.00000000001927,194,19100,194,0.22012578616352196,,,8,,1,0,,,,,,,,29,,11,0,,,,,,,,23,,0,,,,,,,,122,122,,20,0,,,4,,0.33333333333333326,,,5,,2,0,,,0,,,,,4,,0,,,,,,,,,2,,0,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,194,,35,0,,,4,,0.33333333333333326,,,,1,Andover,2020/04/05,0,,0,7,,,,,"East Hampton",538,590,,,,,,,,,,,"New Milford",2020/05/04,216,0.2028169014084507,801,12,,,,,,,,,,,,,,,,,,,,,,11,22,390,,,,2020/02/01,8,0.1428571428571428,,,,,,,,,1,Andover,2020/05/15,9,279,0,,,,,2020/04/05,1,Andover,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28.99999999991088,0.149484536082,Sat,2020/03/21,3344.9999999989523,222.99999999993014,223,25489,223,0.14948453608247414,,,11,,3,2,2,,0,,,,,35,,6,12,12,,,,,,,24,,1,9,9,,0,,,,140,140,,18,15,15,,4,,0,,,6,,1,3,3,,0,,,,,5,,1,2,2,,1,,,,,1,,-1,0,,,0,,,,,1,,0,,,,0,,,,,,,,,,,,,,,,223,,29,43,,,5,,0.25,,43,,1,Andover,2020/04/06,0,,0,8,,,,,"East Hartford",591,643,,,,,,,,,,,Norfolk,2020/05/04,7,0.006572769953051643,427,0,,,,,,,,,,,,,,,,,,,,,,100,100,90,,,,2020/02/02,8,0,,,,,,,,,,,,,,,,,,,2020/04/06,1,Andover,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,103.99999999896743,0.466367713,Sun,2020/03/22,4904.999999983464,326.9999999988976,327,33276,327,0.4663677130044843,,,12,,1,3,1,,0,,,,,54,,19,13,1,,1,,,,,29,,5,9,0,,0,,,,208,208,,68,20,5,,5,,0.25,,,6,,0,3,0,,0,,,,,14,,9,2,0,,2,,1,,,1,,0,0,,,0,,,,,3,,2,1,1,,0,,,,,,,,,,,,,,,,327,,104,51,0.18604651162790709,,8,,0.6000000000000001,,8,,1,Andover,2020/04/07,0,,0,9,,,,,"East Lyme",644,696,,,,,,,,,,,"North Canaan",2020/05/04,4,0.003755868544600939,123,1,,,,,,,,,,,,,,,,,,,,,,100,100,490,,,,2020/02/03,11,0.375,,,,,,,,,129,Somers,2020/05/01,67,618,1,,,,,2020/04/07,1,Andover,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,87.99999999967233,0.269113149847,Mon,2020/03/23,6224.999999978549,414.99999999856993,415,43847,415,0.2691131498470949,,,13,,1,2,-1,,0,,,,,61,,7,13,0,,2,,1,,,41,,12,12,3,,0,,,,270,270,,62,20,0,,6,,0.19999999999999996,,,8,,2,4,1,,0,,,,,16,,2,2,0,,2,,0,,,2,,1,0,,,0,,,,,4,,1,1,0,,0,,,,,,,,,,,,,,,,415,,88,54,0.05882352941176472,,10,,0.25,,3,,1,Andover,2020/04/08,1,,0,10,,,,,"East Windsor",697,749,,,,,,,,,,,Plymouth,2020/05/04,49,0.046009389671361506,421,1,,,,,,,,,,,,,,,,,,,,,,100,100,90,,,,2020/02/04,11,0,,,,,,,,,129,Somers,2020/05/02,71,655,1,,,,,2020/04/08,1,Andover,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,202.99999999929048,0.489156626506,Tue,2020/03/24,9269.999999967906,617.9999999978604,618,53740,618,0.4891566265060241,,,22,,9,3,1,,0,,,,,88,,27,17,4,,2,,0,,,89,,48,19,7,,0,,,,384,384,,114,23,3,,7,,0.16666666666666674,,,8,,0,4,0,,0,,,,,19,,3,4,2,,3,,0.5,,,2,,0,0,,,0,,,,,6,,2,1,0,,0,,,,,,,,,,,,,,,,618,,203,71,0.3148148148148149,,12,,0.19999999999999996,,17,,1,Andover,2020/04/09,1,,0,11,,,,,Farmington,750,802,,,,,,,,,,,Roxbury,2020/05/04,6,0.005633802816901409,278,1,,,,,,,,,,,,,,,,,,,,,,100,100,290,,,,2020/02/05,11,0,,,,,,,,,129,Somers,2020/05/03,72,665,1,,,,,2020/04/09,1,Andover,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,256.99999999911427,0.415857605178,Wed,2020/03/25,13124.99999995462,874.9999999969747,875,65778,875,0.4158576051779934,,,33,,11,3,0,,0,,,,,116,,28,24,7,,2,,0,,,127,,38,28,9,,2,,,,546,546,,162,47,24,,12,,0.7142857142857142,,,15,,7,4,0,,0,,,,,27,,8,5,1,,3,,0,,,2,,0,0,,,0,,,,,9,,3,2,1,,0,,,,,,,,,,,,,,,,875,,257,113,0.591549295774648,,19,,0.5833333333333333,,42,,1,Andover,2020/04/10,1,,0,12,,,,,Glastonbury,803,855,,,,,,,,,,,Salisbury,2020/05/04,9,0.008450704225352112,250,0,,,,,,,,,,,,,,,,,,,,,,100,100,90,,,,2020/02/06,11,0,,,,,,,,,129,Somers,2020/05/04,101,932,1,,,,,2020/04/10,1,Andover,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,136.99999999915133,0.156571428571,Thu,2020/03/26,15179.99999994189,1011.999999996126,1012,83836,1012,0.15657142857142858,,,44,,11,3,0,,0,,,,,138,,22,27,3,,2,,0,,,156,,29,34,6,,2,,0,,607,607,,61,49,2,,13,,0.08333333333333326,,,18,,3,5,1,,1,,,,,33,,6,5,0,,3,,0,,,3,,1,0,,,0,,,,,13,,4,2,0,,0,,,,,,,,,,,,,,,,1012,,137,125,0.10619469026548667,,21,,0.10526315789473695,,12,,1,Andover,2020/04/11,1,,0,13,,,,,Goshen,856,908,,,,,,,,,,,Sharon,2020/05/04,14,0.013145539906103286,518,0,,,,,,,,,,,,,,,,,,,,,,44,33,390,,,,2020/02/07,11,0,,,,,,,,,129,Somers,2020/05/05,104,960,3,,,,,2020/04/11,1,Andover,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278.999999994132,0.2756916996,Fri,2020/03/27,19364.99999985387,1290.999999990258,1291,101657,1291,0.27569169960474316,,,52,,8,9,6,,0,,,,,189,,51,36,9,,2,,0,,,222,,66,46,12,,6,,2,,752,752,,145,68,19,,15,,0.15384615384615374,,,25,,7,5,0,,1,,0,,,33,,0,7,2,,3,,0,,,3,,0,0,,,0,,,,,15,,2,2,0,,0,,,,,,,,,,,,,,,,1291,,279,173,0.3839999999999999,,27,,0.2857142857142858,,48,,1,Andover,2020/04/12,1,,0,14,,,,,Granby,909,961,,,,,,,,,,,Thomaston,2020/05/04,43,0.04037558685446009,569,0,,,,,,,,,,,,,,,,,,,,,,100,100,90,,,,2020/02/08,11,0,,,,,,,,,129,Somers,2020/05/06,107,988,3,,,,,2020/04/12,1,Andover,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,232.99999999841174,0.18048024787,Sat,2020/03/28,22859.999999830045,1523.9999999886697,1524,121478,1524,0.18048024786986838,,,65,,13,12,3,,0,,,,,228,,39,41,5,,2,,0,,,236,,14,50,4,,6,,0,,908,908,,156,88,20,,20,,0.33333333333333326,,,28,,3,5,0,,1,,0,,,37,,4,7,0,,4,,0.33333333333333326,,,3,,0,0,,,0,,,,,19,,4,2,0,,0,,,,,,,,,,,,,,,,1524,,233,205,0.18497109826589586,,33,,0.22222222222222232,,32,,1,Andover,2020/04/13,1,,0,15,,,,,Groton,962,1014,,,,,,,,,,,Torrington,2020/05/04,368,0.3455399061032864,1075,64,,,,,,,,,,,,,,,,,,,,,,100,28th,490,,,,2020/02/09,11,0,,,,,,,,,129,Somers,2020/05/07,110,1015,3,,,,,2020/04/13,1,Andover,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,468.9999999961612,0.307742782152,Sun,2020/03/29,29894.999999772466,1992.999999984831,1993,140886,1993,0.30774278215223094,,,87,,22,5,-7,,0,,,,,276,,48,67,26,,2,,0,,,280,,44,137,87,,6,,0,,1245,1245,,337,189,101,,21,,0.050000000000000044,,,38,,10,1,-4,,1,,0,,,40,,3,0,-7,,4,,0,,,7,,4,1,1,,0,,,,,20,,1,4,2,,0,,,,,,,,,,,,,,,,1993,,469,404,0.9707317073170731,,34,,0.030303030303030276,,199,,1,Andover,2020/04/14,1,,0,16,,,,,Hartford,1015,1067,,,,,,,,,,,Warren,2020/05/04,4,0.003755868544600939,286,0,,,,,,,,,,,,,,,,,,,,,,100,29th,90,,,,2020/02/10,11,0,,,,,,,,,129,Somers,2020/05/08,110,1015,3,,,,,2020/04/14,1,Andover,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,577.9999999948128,0.290015052684,Mon,2020/03/30,38564.99999969466,2570.9999999796437,2571,161807,2571,0.2900150526843954,,,113,,26,7,2,,1,,,,,330,,54,96,29,,3,,0.5,,,373,,93,176,39,,6,,0,,1445,1445,,200,230,41,,21,,0,,,50,,12,1,0,,1,,0,,,50,,10,2,2,,4,,0,,,10,,3,0,-1,,0,,,,,24,,4,5,1,,0,,,,,176,,176,,,,0,,,,,2571,,578,517,0.27970297029702973,,36,,0.05882352941176472,,113,,1,Andover,2020/04/15,1,,0,17,,,,,Harwinton,1068,1120,,,,,,,,,,,Washington,2020/05/04,18,0.016901408450704224,524,1,,,,,,,,,,,,,,,,,,,,,,100,100,290,,,,2020/02/11,12,0.09090909090909083,,,,,,,,,129,Somers,2020/05/09,110,1015,3,,,,,2020/04/15,1,Andover,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,556.9999999957408,0.216647218981,Tue,2020/03/31,46919.99999963077,3127.9999999753845,3128,188172,3128,0.2166472189809412,,,121,,8,7,0,,1,,0,,,393,,63,110,14,,7,,1.3333333333333335,,,517,,144,202,26,,12,,1,,1870,1870,,425,275,45,,38,,0.8095238095238095,,,56,,6,5,4,,1,,0,,,56,,6,1,-1,,7,,0.75,,,11,,1,0,0,,0,,,,,27,,3,8,3,,1,,,,,77,,-99,,,,2,,,,,3128,,557,608,0.17601547388781436,,69,,0.9166666666666667,,91,,1,Andover,2020/04/16,2,62,0,18,,,,,Hebron,1121,1173,,,,,,,,,,,Watertown,2020/05/04,103,0.09671361502347418,476,4,,,,,,,,,,,,,,,,,,,,,,31,31,90,,,,2020/02/12,12,0,,,,,,,,,129,Somers,2020/05/10,111,1025,3,,,,,2020/04/16,1,Andover,2,,,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
